ID,"Added on","Lead Name","Sales Rep Name","Is Closed"
457,2023-02-20,"Rick Bailey","Bruce Wayne",0
458,2023-06-07,"Minnie Rosenbaum","Bruce Wayne",1
459,2023-08-09,"Kiera Hoeger","Bruce Wayne",0
460,2023-09-26,"Ashlynn Wolff","Bruce Wayne",0
461,2023-05-17,"Mr. Rahul Fadel II","Bruce Wayne",1
462,2023-03-13,"Demarco Kilback","Bruce Wayne",0
463,2023-12-07,"Yasmeen Sawayn","Bruce Wayne",1
464,2023-04-05,"Mr. Gavin Price","Bruce Wayne",1
465,2024-01-30,"Noe Keeling","Bruce Wayne",0
466,2024-01-23,"Maureen Satterfield","Bruce Wayne",0
467,2023-10-02,"Trent Bailey","Bruce Wayne",1
468,2023-12-30,"Chaya Hayes PhD","Bruce Wayne",0
469,2023-11-22,"Sofia Powlowski Jr.","Bruce Wayne",1
470,2023-07-17,"Lindsay Kris","Bruce Wayne",0
471,2023-06-18,"Wallace Waters","Bruce Wayne",1
472,2023-08-21,"Barney Eichmann Jr.","Bruce Wayne",1
473,2023-10-20,"Nolan Muller","Bruce Wayne",1
474,2023-09-23,"Vernie Mraz","Bruce Wayne",1
475,2023-04-16,"Blanca Wilkinson","Bruce Wayne",0
476,2023-07-12,"Ms. Jazmyn Howell","Bruce Wayne",1
477,2023-11-16,"Anna Thiel","Bruce Wayne",0
478,2023-06-24,"Sydnie Runolfsson","Bruce Wayne",1
479,2023-12-07,"Lois Berge II","Bruce Wayne",1
480,2023-02-08,"Janiya Weissnat","Bruce Wayne",0
481,2023-09-23,"Mr. Moses Cormier","Bruce Wayne",0
482,2023-03-15,"Prof. Clinton Wyman II","Bruce Wayne",0
483,2023-07-17,"Mr. Bud Robel","Bruce Wayne",0
484,2023-11-15,"Ivy Lind","Bruce Wayne",0
485,2023-12-15,"Mireya Bahringer DVM","Bruce Wayne",0
486,2023-09-01,"Prof. Lonzo Kuhn","Bruce Wayne",1
487,2023-05-12,"Mattie McCullough","Bruce Wayne",0
488,2023-08-18,"Mrs. Demetris Gleason","Bruce Wayne",0
489,2023-02-06,"Tina Collier","Bruce Wayne",0
490,2023-11-26,"Mustafa Keeling","Bruce Wayne",0
491,2023-09-14,"Lea Grady I","Bruce Wayne",1
492,2023-09-08,"Ms. Camille Fritsch IV","Bruce Wayne",0
493,2023-03-30,"Una Yost Jr.","Bruce Wayne",0
494,2023-03-23,"Frank Kris Sr.","Bruce Wayne",0
495,2023-11-15,"Prof. London West","Bruce Wayne",1
496,2023-09-08,"Lacey Koepp","Bruce Wayne",0
497,2023-09-23,"Jermey Hand","Bruce Wayne",1
498,2023-10-24,"Prof. Lessie Batz Sr.","Bruce Wayne",0
499,2023-10-16,"Shanie Johnston MD","Bruce Wayne",0
500,2023-07-16,"Marielle Daniel","Bruce Wayne",0
501,2023-09-20,"Mrs. Adah Beier","Clark Kent",1
502,2023-05-29,"Mathias Kirlin","Clark Kent",1
503,2023-12-14,"Beth Stehr","Clark Kent",0
504,2023-06-18,"Dr. Marge Rempel","Clark Kent",1
505,2023-03-28,"Layla Heaney","Clark Kent",1
506,2023-07-24,"Leland Schuster","Clark Kent",0
507,2023-06-24,"Shany Douglas","Clark Kent",1
508,2023-08-06,"Leatha Shanahan","Clark Kent",0
509,2023-05-15,"Prof. Aliya Weissnat III","Clark Kent",1
510,2023-11-14,"Kayley Haag Sr.","Clark Kent",1
511,2023-02-17,"Precious Carter","Clark Kent",1
512,2023-03-01,"Mr. Tito Spencer","Clark Kent",0
513,2023-12-28,"Mrs. Lindsay Howell","Clark Kent",1
514,2023-11-11,"Jakob Rau","Clark Kent",0
515,2023-12-01,"Esta Tillman","Clark Kent",1
516,2023-08-14,"Julien Feil","Clark Kent",1
517,2023-12-05,"Gerardo Ziemann","Clark Kent",1
518,2023-04-26,"Mrs. Hallie Welch","Clark Kent",0
519,2023-05-12,"Emerald Okuneva I","Clark Kent",0
520,2023-09-12,"Janis Kub","Clark Kent",0
521,2023-11-24,"Nola Cormier","Clark Kent",1
522,2023-06-18,"Francesca Spinka","Clark Kent",0
523,2023-02-22,"Antwon Smitham","Clark Kent",1
524,2024-01-10,"Abner Hackett","Clark Kent",1
525,2023-12-04,"Jeanette Donnelly","Clark Kent",0
526,2023-05-09,"Bell Schultz","Clark Kent",1
527,2023-02-12,"Carlos Boehm","Clark Kent",0
528,2023-12-13,"Miss Golda Herzog DVM","Clark Kent",1
529,2023-04-24,"Rolando Koch","Clark Kent",0
530,2023-05-19,"Ms. Allison Halvorson V","Clark Kent",1
531,2023-06-09,"Maximus DuBuque","Clark Kent",0
532,2023-06-08,"Hayley Greenfelder","Clark Kent",1
533,2023-06-23,"Lamont Rau","Clark Kent",0
534,2023-05-09,"Miss Sandrine Beahan II","Clark Kent",0
535,2023-08-22,"Myrtice Gleason","Clark Kent",1
536,2023-10-20,"Theresa Gleichner","Clark Kent",0
537,2023-06-15,"Prof. Patricia Durgan Sr.","Clark Kent",1
538,2023-11-21,"Nedra Bogan","Clark Kent",1
539,2023-06-04,"Dr. Piper Cremin I","Clark Kent",0
540,2023-05-13,"Laurence Quigley","Clark Kent",0
541,2023-06-21,"Johanna Green","Clark Kent",1
542,2023-11-21,"Cameron Kuhn","Clark Kent",1
543,2023-11-13,"Lilla Boehm","Clark Kent",1
544,2023-03-26,"Deven Walker V","Clark Kent",1
545,2023-11-30,"Alysha Gibson","Clark Kent",0
546,2024-01-25,"Prof. Jordon Lubowitz","Clark Kent",0
547,2023-05-02,"Lamont Reinger","Clark Kent",0
548,2023-12-21,"Ms. Alayna Romaguera","Clark Kent",1
549,2023-12-16,"Crystal Legros","Clark Kent",1
550,2023-04-03,"Dr. Amie Barrows","Clark Kent",1
551,2023-12-23,"Mrs. Mikayla Hane III","Clark Kent",0
552,2023-12-08,"Yvette Orn","Clark Kent",0
553,2023-11-10,"Kellie Beatty","Clark Kent",1
554,2023-05-03,"Darby Gleason","Clark Kent",0
555,2023-09-11,"Dr. Wilber Kihn","Clark Kent",0
556,2023-05-18,"Marjory Weimann","Clark Kent",1
557,2024-01-28,"Abe Torp","Clark Kent",0
558,2023-07-31,"Sherwood Pagac Jr.","Clark Kent",1
559,2023-09-20,"Marcus Rutherford","Clark Kent",0
560,2023-07-24,"Jason Hirthe","Clark Kent",0
561,2023-04-24,"Brock Koss","Clark Kent",0
562,2023-10-10,"Dr. Carolanne Lueilwitz II","Clark Kent",0
563,2023-11-19,"Peggie Cartwright PhD","Clark Kent",0
564,2023-07-25,"Ms. Jade Hegmann DDS","Clark Kent",1
565,2023-03-01,"Damaris Kassulke","Clark Kent",0
566,2023-08-20,"Andres Pacocha","Clark Kent",1
567,2023-02-04,"Marianne Fay","Clark Kent",1
568,2023-04-04,"Therese Weber","Clark Kent",1
569,2024-01-09,"Jamir Ferry","Clark Kent",0
570,2023-11-06,"Stanley Crooks","Clark Kent",0
571,2023-12-14,"Hallie Feest","Clark Kent",1
572,2023-07-29,"Anderson Fahey","Clark Kent",1
573,2023-05-10,"Dr. Loyce Lynch","Clark Kent",1
574,2023-06-19,"Germaine Kilback","Clark Kent",1
575,2023-07-19,"Glennie Vandervort","Clark Kent",0
576,2023-04-25,"Prof. Charlotte Rosenbaum","Clark Kent",0
577,2024-01-22,"Dr. Fatima Schultz","Clark Kent",0
578,2023-08-13,"Royal DuBuque","Clark Kent",0
579,2023-11-15,"Harley Wiza MD","Clark Kent",1
580,2023-08-20,"Alexander Kuhlman","Clark Kent",1
581,2023-11-19,"Merle Donnelly","Clark Kent",1
582,2024-01-21,"Ebony Rippin DVM","Clark Kent",1
583,2023-06-16,"Prof. Candace Ernser","Clark Kent",1
584,2024-01-14,"Nicholaus Stracke","Clark Kent",1
585,2023-04-15,"Makayla Becker","Clark Kent",1
586,2023-07-12,"Orval Schumm","Clark Kent",1
587,2023-04-06,"Dr. Claudie Wilderman","Clark Kent",1
588,2023-11-11,"Aubrey Schuster","Clark Kent",0
589,2023-09-09,"Miss Corene Goodwin IV","Clark Kent",1
590,2024-01-25,"Dr. Edwin Pagac Sr.","Clark Kent",1
591,2023-03-10,"Veronica Bins","Clark Kent",0
592,2023-07-15,"Gisselle Schultz","Clark Kent",0
593,2023-06-30,"Mr. Garland Harber","Clark Kent",1
594,2023-11-16,"Angelica Dickinson","Clark Kent",0
595,2023-11-17,"Miss Christa Botsford","Clark Kent",0
596,2023-07-12,"Okey Ferry PhD","Clark Kent",1
597,2023-02-01,"Rossie Konopelski","Clark Kent",0
598,2023-10-24,"Walker Buckridge","Clark Kent",0
599,2023-10-19,"Kennith Schaefer DVM","Clark Kent",0
600,2023-05-25,"Johnny DuBuque II","Clark Kent",0
601,2023-11-08,"Marisa Doyle","Diana Prince",1
602,2023-08-17,"Randy Block PhD","Diana Prince",1
603,2023-11-17,"Adalberto Bartell","Diana Prince",0
604,2023-11-30,"Marquise Roberts","Diana Prince",1
605,2024-01-04,"Hailee Kris","Diana Prince",0
606,2024-01-07,"Tyra O'Keefe","Diana Prince",0
607,2023-10-08,"Prof. Ludwig Hegmann V","Diana Prince",1
608,2023-03-26,"Mrs. Constance Legros DDS","Diana Prince",1
609,2023-06-20,"Mathew Casper","Diana Prince",1
610,2023-08-04,"Dr. Uriel Balistreri","Diana Prince",0
611,2023-05-01,"Andre Keeling","Diana Prince",1
612,2023-09-06,"Eudora Gislason","Diana Prince",1
613,2023-08-19,"Kane Williamson","Diana Prince",1
614,2023-06-26,"Dedric Borer II","Diana Prince",1
615,2023-12-09,"Vita Hessel","Diana Prince",0
616,2023-03-26,"Dana Lockman","Diana Prince",0
617,2023-11-06,"Gudrun Crist","Diana Prince",1
618,2023-03-07,"Barney Deckow Sr.","Diana Prince",1
619,2023-11-19,"Adriana Welch","Diana Prince",0
620,2023-12-19,"Mrs. Abigale Corwin MD","Diana Prince",1
621,2023-05-27,"Kristy Farrell","Diana Prince",1
622,2024-01-02,"Rebeca Raynor","Diana Prince",0
623,2023-10-08,"Jaylan Prosacco I","Diana Prince",0
624,2023-12-21,"Prof. Dock Jaskolski","Diana Prince",0
625,2023-03-21,"Kian Graham","Diana Prince",0
626,2023-05-26,"Isabella Stehr","Diana Prince",0
627,2023-08-15,"Annabelle Ferry","Diana Prince",1
628,2023-03-20,"Hilma Wiza IV","Diana Prince",1
629,2023-03-14,"Maxwell Nolan","Diana Prince",1
630,2023-02-12,"Nolan Gislason","Diana Prince",0
631,2023-06-18,"Ms. Rhea Gaylord II","Diana Prince",0
632,2024-01-22,"Bridget Spinka","Diana Prince",0
633,2023-10-03,"Ms. Elody Ernser V","Diana Prince",1
634,2023-12-23,"Darron Schamberger","Diana Prince",0
635,2023-08-08,"Erin Yundt II","Diana Prince",0
636,2023-05-20,"Brown Romaguera","Diana Prince",1
637,2023-08-28,"Herman Barton","Diana Prince",1
638,2023-05-16,"Jarred Bradtke","Diana Prince",1
639,2023-12-04,"Prof. Lia Mueller","Diana Prince",1
640,2023-03-02,"Terrill Mante","Diana Prince",0
641,2023-04-29,"Arne Gerhold","Diana Prince",1
642,2023-10-22,"Zena Towne","Diana Prince",1
643,2023-10-04,"Ms. Creola Harris IV","Diana Prince",1
644,2024-01-15,"Ambrose Stracke Jr.","Diana Prince",1
645,2023-03-19,"Cleora Durgan","Diana Prince",0
646,2023-10-25,"Luis Stoltenberg","Diana Prince",1
647,2023-04-02,"Garrett Herzog MD","Diana Prince",0
648,2023-04-22,"Billy Leuschke","Diana Prince",0
649,2023-03-17,"Perry O'Connell","Diana Prince",0
650,2023-12-19,"Gerald Donnelly Jr.","Diana Prince",1
651,2023-08-11,"Javonte Barton","Diana Prince",1
652,2023-02-23,"Kaela Ledner","Diana Prince",1
653,2023-07-23,"Dr. Maryse Pollich V","Diana Prince",0
654,2023-09-22,"Gudrun McLaughlin","Diana Prince",1
655,2023-07-06,"Elizabeth Abbott","Diana Prince",0
656,2023-10-17,"Tristin Muller","Diana Prince",1
657,2023-03-17,"Kali Beahan","Diana Prince",0
658,2023-06-17,"Quentin Pouros","Diana Prince",1
659,2023-04-29,"Providenci O'Keefe","Diana Prince",1
660,2023-11-04,"Maxwell Mayer","Diana Prince",0
661,2023-05-11,"Miss Yvonne Fritsch II","Diana Prince",1
662,2023-07-26,"Dr. Jerod Smith","Diana Prince",0
663,2023-02-27,"Prof. Rebekah Carter","Diana Prince",0
664,2023-05-23,"Caleigh Smith","Diana Prince",0
665,2023-11-24,"Buford Schamberger","Diana Prince",0
666,2023-09-29,"Nova Kuhlman I","Diana Prince",1
667,2024-01-27,"Prof. Juston Auer","Diana Prince",0
668,2023-04-28,"Dr. Cristina Ullrich","Diana Prince",1
669,2023-12-12,"Catalina Torp","Diana Prince",1
670,2023-03-11,"Dr. Hilma Eichmann","Diana Prince",0
671,2023-04-27,"Berry Weimann","Diana Prince",0
672,2024-01-14,"Alycia Brown","Diana Prince",1
673,2023-11-19,"Jevon Harvey","Diana Prince",1
674,2023-08-02,"Prof. Ali Terry","Diana Prince",0
675,2023-03-28,"Mrs. Simone Murazik","Diana Prince",1
676,2023-07-17,"Roselyn Kutch MD","Diana Prince",0
677,2023-07-14,"Russell VonRueden","Diana Prince",0
678,2023-10-28,"Dr. Sven Kuvalis","Diana Prince",0
679,2023-11-04,"Candida Ledner","Diana Prince",0
680,2023-04-22,"Richmond O'Connell","Diana Prince",0
681,2023-04-01,"Maribel Jast III","Diana Prince",0
682,2023-05-31,"Haskell Crona","Diana Prince",1
683,2023-06-11,"Dena Powlowski","Diana Prince",1
684,2023-06-03,"Jovan Glover I","Diana Prince",1
685,2023-09-11,"Prof. Aletha Cremin","Diana Prince",1
686,2023-04-19,"Ms. Assunta Maggio IV","Diana Prince",0
687,2023-11-12,"Prof. Marlin Gleichner III","Diana Prince",0
688,2023-07-22,"Justus Treutel","Diana Prince",1
689,2023-06-24,"Mr. Miguel Zboncak","Diana Prince",0
690,2023-09-06,"Oceane Blanda","Diana Prince",0
691,2023-12-10,"Sigmund Conroy","Diana Prince",1
692,2023-12-06,"Mr. Tyler Fay PhD","Diana Prince",1
693,2023-07-03,"Dr. Natalia Crona","Diana Prince",0
694,2023-07-11,"Mr. Stewart Jenkins MD","Diana Prince",1
695,2023-09-19,"Prof. Kyra Will","Diana Prince",0
696,2023-09-02,"Maryse Zieme","Diana Prince",1
697,2023-05-28,"Leila Corwin","Diana Prince",0
698,2023-04-26,"Forrest Yost","Diana Prince",1
699,2023-10-04,"Fae Beatty III","Diana Prince",0
700,2023-04-14,"Prof. Helena Shields I","Diana Prince",0
701,2023-04-28,"Marjorie Stanton","Barry Allen",0
702,2023-03-23,"Susanna Schaefer I","Barry Allen",1
703,2023-09-14,"Prof. Kevin Kuhlman PhD","Barry Allen",0
704,2023-11-20,"Danika Kunze","Barry Allen",0
705,2023-05-07,"Kyler Goodwin","Barry Allen",0
706,2023-03-15,"Marta Lakin","Barry Allen",0
707,2023-06-26,"Rod Veum","Barry Allen",0
708,2023-08-07,"Dr. Gene Stokes MD","Barry Allen",1
709,2023-07-11,"Cassandre Glover","Barry Allen",0
710,2023-12-16,"Dr. Morris Ernser","Barry Allen",0
711,2023-04-05,"Vance Nitzsche","Barry Allen",1
712,2023-06-16,"Constantin Hegmann","Barry Allen",0
713,2023-12-02,"Ted Gutmann II","Barry Allen",0
714,2023-06-19,"Laurine Roob","Barry Allen",1
715,2024-01-17,"Greyson Stehr","Barry Allen",0
716,2024-01-20,"Favian Klocko","Barry Allen",0
717,2023-07-11,"Bartholome Hoppe","Barry Allen",0
718,2023-08-10,"Sandrine Ortiz","Barry Allen",1
719,2023-05-01,"Miss Abigail Marks MD","Barry Allen",1
720,2023-04-21,"D'angelo Stiedemann II","Barry Allen",0
721,2023-11-28,"Ericka Blick I","Barry Allen",1
722,2023-10-02,"Dr. Magali Schuppe I","Barry Allen",1
723,2023-11-03,"Natalie Gaylord","Barry Allen",1
724,2023-05-13,"Daphnee Denesik IV","Barry Allen",1
725,2024-01-17,"Anissa Gottlieb","Barry Allen",1
726,2023-03-07,"Kolby Walter","Barry Allen",1
727,2023-03-25,"Alayna Russel","Barry Allen",1
728,2023-12-28,"Dr. Timmy Volkman Jr.","Barry Allen",1
729,2023-03-06,"Alysson Kling IV","Barry Allen",0
730,2023-04-05,"Jeremie Ratke","Barry Allen",0
731,2023-12-12,"Prof. Grayce Kling","Barry Allen",0
732,2023-11-29,"Robyn Lueilwitz","Barry Allen",1
733,2023-08-30,"Dr. Declan Reynolds V","Barry Allen",1
734,2023-04-10,"Prof. Junius Becker","Barry Allen",0
735,2024-01-20,"Prof. Jett Stiedemann","Barry Allen",1
736,2023-08-17,"Prof. Shirley Mraz","Barry Allen",1
737,2024-01-14,"Geo Kirlin","Barry Allen",1
738,2023-06-14,"Cleta Nitzsche","Barry Allen",1
739,2023-07-11,"Lloyd Nolan MD","Barry Allen",1
740,2024-01-21,"Manuel O'Keefe","Barry Allen",1
741,2023-12-08,"Ora Jenkins","Barry Allen",0
742,2023-05-07,"Kenny Zemlak MD","Barry Allen",1
743,2023-04-28,"Layla Sporer","Barry Allen",1
744,2023-06-13,"Eudora Emmerich III","Barry Allen",0
745,2023-10-23,"Prof. Annabelle Keebler","Barry Allen",1
746,2023-03-18,"Prof. Annabell Volkman Sr.","Barry Allen",0
747,2023-11-04,"Travon Haag","Barry Allen",1
748,2023-02-02,"Dr. Yvette Renner Sr.","Barry Allen",1
749,2023-02-27,"Bret Grady","Barry Allen",1
750,2023-02-05,"Jabari Hettinger II","Barry Allen",0
751,2023-06-12,"Miss Cheyanne Purdy Sr.","Barry Allen",0
752,2023-03-29,"Prof. Hipolito Jerde IV","Barry Allen",1
753,2024-01-10,"Clinton Ebert","Barry Allen",1
754,2023-04-02,"Miss Lina Jones","Barry Allen",1
755,2023-10-24,"Devonte Heathcote","Barry Allen",0
756,2023-04-30,"Ms. Lia Cassin DDS","Barry Allen",1
757,2023-03-03,"Nyasia Russel","Barry Allen",1
758,2023-10-27,"Sarina Wiza","Barry Allen",0
759,2023-11-26,"Leslie Kilback","Barry Allen",0
760,2023-09-13,"Prof. Mike Krajcik DDS","Barry Allen",0
761,2023-07-22,"Donato Hamill Sr.","Barry Allen",0
762,2023-03-21,"Kobe Carroll","Barry Allen",0
763,2023-07-03,"Saige Hand","Barry Allen",0
764,2023-02-05,"Felix Beahan","Barry Allen",0
765,2023-03-02,"Jessyca Williamson","Barry Allen",0
766,2023-04-16,"Donna Kuhic DVM","Barry Allen",0
767,2023-12-28,"Mr. Frederick Hoeger","Barry Allen",0
768,2023-05-01,"Mohammad McClure","Barry Allen",0
769,2023-11-11,"Stanton Hane","Barry Allen",0
770,2023-11-09,"Pasquale Mertz Jr.","Barry Allen",1
771,2023-08-05,"Harmon Herman","Barry Allen",1
772,2023-07-09,"Maximillian Hane PhD","Barry Allen",0
773,2023-11-24,"Mrs. Jacklyn Crooks","Barry Allen",0
774,2023-09-29,"Blaise Harris","Barry Allen",1
775,2023-02-01,"Mr. Khalil Johnson II","Barry Allen",0
776,2023-02-14,"Ms. Annie Roberts","Barry Allen",1
777,2023-08-10,"Dr. Lavina Will DVM","Barry Allen",1
778,2023-10-23,"Mertie Muller","Barry Allen",0
779,2023-05-14,"Wade Gulgowski V","Barry Allen",0
780,2023-08-03,"Mr. Isidro Robel","Barry Allen",0
781,2023-10-09,"Mr. Bell Bruen","Barry Allen",0
782,2023-02-26,"Zola Bins","Barry Allen",1
783,2023-07-10,"Mikel Kohler","Barry Allen",1
784,2024-01-22,"Kacey Kuhn","Barry Allen",0
785,2023-06-20,"Arjun Jakubowski","Barry Allen",0
786,2023-06-07,"Ms. Lulu Rau","Barry Allen",0
787,2023-10-13,"Tressie Ondricka","Barry Allen",0
788,2023-11-19,"Reyes Doyle IV","Barry Allen",0
789,2023-11-13,"Price Jacobs","Barry Allen",1
790,2023-02-12,"Nathaniel Nitzsche","Barry Allen",0
791,2023-10-21,"Sister Metz","Barry Allen",1
792,2024-01-18,"Miss Annabel Trantow","Barry Allen",0
793,2024-01-21,"Delphine Veum","Barry Allen",1
794,2023-04-08,"Fatima Crist","Barry Allen",1
795,2023-11-30,"Prof. Moses Wuckert Jr.","Barry Allen",0
796,2023-08-26,"Porter Waelchi","Barry Allen",0
797,2023-05-11,"Kallie Schinner","Barry Allen",1
798,2023-12-10,"Prince Dare","Barry Allen",0
799,2023-06-04,"Anya Boyle","Barry Allen",0
800,2023-07-18,"Lue Gerlach","Barry Allen",0
801,2023-09-16,"Constance Armstrong","Arthur Curry",1
802,2024-01-27,"Mayra Schultz","Arthur Curry",1
803,2023-07-21,"Shyann Considine","Arthur Curry",0
804,2023-10-09,"Ashlynn Greenholt","Arthur Curry",0
805,2023-09-25,"Quinn Kertzmann","Arthur Curry",0
806,2023-10-16,"Prof. Jace Mante Jr.","Arthur Curry",0
807,2023-03-21,"Dolores Crooks","Arthur Curry",0
808,2023-04-14,"Melyssa Baumbach","Arthur Curry",1
809,2023-03-29,"Morton Kertzmann","Arthur Curry",1
810,2023-08-01,"Mr. Andres Schimmel","Arthur Curry",0
811,2023-07-30,"Omer Lehner","Arthur Curry",1
812,2023-07-05,"Susan Cronin","Arthur Curry",0
813,2023-06-29,"Brad Cremin","Arthur Curry",0
814,2023-11-16,"Mariam Jast","Arthur Curry",1
815,2023-08-03,"Isac Kessler","Arthur Curry",0
816,2024-01-19,"Baylee Kub","Arthur Curry",1
817,2024-01-16,"Estefania Dach","Arthur Curry",0
818,2023-09-13,"Fabiola Halvorson","Arthur Curry",0
819,2024-01-22,"Federico Hand I","Arthur Curry",0
820,2023-08-26,"Mr. Titus Boehm","Arthur Curry",1
821,2023-11-27,"Leonardo Kertzmann","Arthur Curry",1
822,2023-06-06,"Shaniya Bailey III","Arthur Curry",0
823,2023-02-17,"Zander Towne II","Arthur Curry",0
824,2023-06-04,"Forest Rempel","Arthur Curry",1
825,2023-09-18,"Enola Hartmann DVM","Arthur Curry",1
826,2023-09-18,"Roel Leuschke IV","Arthur Curry",1
827,2023-06-03,"Lauriane Miller","Arthur Curry",1
828,2023-03-18,"Darryl Willms III","Arthur Curry",1
829,2023-05-13,"Orion Morissette","Arthur Curry",0
830,2023-05-02,"Tina Schimmel","Arthur Curry",0
831,2023-05-14,"Marietta Treutel","Arthur Curry",0
832,2023-12-24,"Oscar Schumm","Arthur Curry",1
833,2024-01-02,"Carmela O'Reilly","Arthur Curry",0
834,2023-09-25,"Dr. Eveline Howell PhD","Arthur Curry",0
835,2023-09-25,"Piper Daniel","Arthur Curry",1
836,2023-12-09,"Dr. Kelton Stark PhD","Arthur Curry",0
837,2023-04-20,"Dr. Deanna Shields V","Arthur Curry",1
838,2023-10-01,"Carlotta Hammes","Arthur Curry",1
839,2023-11-15,"Liliana Altenwerth","Arthur Curry",0
840,2023-03-30,"Letitia Harber","Arthur Curry",0
841,2023-02-17,"Faye Hamill","Arthur Curry",0
842,2023-09-24,"Josue Fay","Arthur Curry",1
843,2023-09-11,"Carrie Hartmann","Arthur Curry",0
844,2023-02-20,"Roberto Runolfsson Jr.","Arthur Curry",0
845,2023-07-30,"Theo Ledner","Arthur Curry",0
846,2023-05-05,"Clair Littel","Arthur Curry",0
847,2023-09-06,"Mrs. Citlalli Klein DDS","Arthur Curry",0
848,2023-12-13,"Ms. Yesenia Hirthe IV","Arthur Curry",0
849,2024-01-12,"Roxane Torphy","Arthur Curry",1
850,2023-05-30,"Maximus Kihn","Arthur Curry",1
851,2023-06-18,"Charley Halvorson","Arthur Curry",0
852,2023-12-13,"Miracle Borer I","Arthur Curry",0
853,2023-08-25,"Mrs. Era Kreiger","Arthur Curry",1
854,2023-12-25,"Prof. Cyrus Schowalter","Arthur Curry",0
855,2023-10-21,"Meredith Will","Arthur Curry",1
856,2023-07-17,"Ms. Kaya Langosh","Arthur Curry",1
857,2023-12-22,"Mr. Seth Durgan III","Arthur Curry",1
858,2023-12-03,"Ike Rath","Arthur Curry",0
859,2023-06-28,"Emile Feeney","Arthur Curry",0
860,2023-02-05,"Mark Johnson","Arthur Curry",1
861,2024-01-11,"Elyssa Cassin","Arthur Curry",1
862,2023-09-01,"Art Schowalter II","Arthur Curry",0
863,2023-03-09,"Sarai Shanahan","Arthur Curry",1
864,2023-07-21,"Mrs. Tamara Lehner","Arthur Curry",1
865,2023-08-03,"Grady Corwin","Arthur Curry",0
866,2023-03-03,"Priscilla Nicolas","Arthur Curry",0
867,2023-05-08,"Prof. Rose Brekke III","Arthur Curry",0
868,2024-01-14,"Dariana Sauer","Arthur Curry",1
869,2023-09-03,"Prof. Reuben Boyer","Arthur Curry",1
870,2023-03-30,"Allison Paucek","Arthur Curry",0
871,2023-12-03,"Prof. Erna Runolfsdottir Jr.","Arthur Curry",0
872,2023-02-19,"Dr. Darrion Hagenes MD","Arthur Curry",0
873,2023-11-16,"Drew Schmeler III","Arthur Curry",0
874,2023-06-05,"Susana Cole V","Arthur Curry",0
875,2023-06-20,"Dr. Leonard Zieme DDS","Arthur Curry",0
876,2023-11-14,"Dr. Fermin Cole PhD","Arthur Curry",0
877,2023-05-31,"Bernita Cassin","Arthur Curry",1
878,2023-08-06,"Dr. Garrick Jones V","Arthur Curry",1
879,2024-01-14,"Jerome Von","Arthur Curry",1
880,2023-08-31,"Dena Tremblay","Arthur Curry",0
881,2023-06-30,"Emelia Rosenbaum","Arthur Curry",1
882,2023-04-17,"Dr. Deondre Fadel I","Arthur Curry",1
883,2023-05-16,"Zaria Swift","Arthur Curry",0
884,2023-06-21,"Jerry Haley","Arthur Curry",1
885,2024-01-29,"Mr. Jarvis Hand","Arthur Curry",1
886,2023-02-28,"Theresia Shields MD","Arthur Curry",0
887,2023-07-31,"Leila Ferry","Arthur Curry",0
888,2023-11-25,"Delia Larkin","Arthur Curry",0
889,2024-01-25,"Ms. Una Frami III","Arthur Curry",1
890,2023-05-07,"Ms. Elouise Dicki IV","Arthur Curry",1
891,2023-09-11,"Tatyana Jerde","Arthur Curry",1
892,2023-10-22,"Nathanial Stoltenberg","Arthur Curry",0
893,2023-06-20,"Fidel Conn","Arthur Curry",1
894,2023-12-09,"Stanton Barrows","Arthur Curry",1
895,2023-10-09,"Clifton Metz","Arthur Curry",1
896,2023-11-09,"Marielle Wintheiser","Arthur Curry",1
897,2024-01-11,"Princess Hagenes I","Arthur Curry",1
898,2023-08-15,"Mohamed VonRueden","Arthur Curry",1
899,2023-06-04,"Ed Borer","Arthur Curry",1
900,2024-01-21,"Orion Schmeler","Arthur Curry",0
901,2023-08-01,"Miss Freda Fritsch III","Victor Stone",1
902,2023-05-25,"Stella Nikolaus","Victor Stone",0
903,2023-04-02,"Kellie McClure","Victor Stone",1
904,2023-10-19,"Rosalyn Ernser","Victor Stone",0
905,2024-01-20,"Dan Emard","Victor Stone",0
906,2023-05-27,"Miss Eugenia Rohan","Victor Stone",0
907,2023-08-06,"Nannie Kuhlman","Victor Stone",0
908,2023-07-09,"Velva Grady","Victor Stone",1
909,2023-03-16,"Dr. Wilmer Orn Sr.","Victor Stone",1
910,2023-10-30,"Maegan Tillman","Victor Stone",1
911,2023-05-24,"Elyse Kub","Victor Stone",0
912,2023-05-02,"Jesse Zulauf MD","Victor Stone",0
913,2023-12-04,"Prof. Vivienne Mann DDS","Victor Stone",1
914,2023-10-20,"Stephany Marks","Victor Stone",0
915,2023-11-25,"Ernestine Corwin","Victor Stone",1
916,2023-10-07,"Diego McDermott","Victor Stone",0
917,2023-02-12,"Vivianne Cormier","Victor Stone",0
918,2023-03-26,"Sven DuBuque","Victor Stone",1
919,2023-10-12,"Jazmin Gislason","Victor Stone",1
920,2023-12-11,"Wilfredo Hoppe","Victor Stone",1
921,2023-07-02,"Mrs. Jeanie Dickinson III","Victor Stone",0
922,2023-12-23,"Astrid Wilkinson III","Victor Stone",0
